ENSCAFP00000001764	12	6998812	7013112	51764130	51764514
ENSCAFP00000001886	12	7603090	7605452	64532021	64532631
ENSCAFP00000000539	12	3176197	3176508	5105699	5106008
ENSCAFP00000003867	12	38580164	38583692	26829115	26830495
ENSCAFP00000003867	12	38580164	38583692	29311564	29312945
ENSCAFP00000003867	12	38580164	38583692	32500366	32501748
ENSCAFP00000003867	12	38580164	38583692	57973397	57974384
ENSCAFP00000035734	13	6701247	6701972	5760673	5761119
ENSCAFP00000000897	13	7119496	7119849	43268366	43268718
ENSCAFP00000001059	13	15376416	15481815	8790187	8790731
ENSCAFP00000001059	13	15376416	15481815	26535817	26536374
ENSCAFP00000004565	13	65687912	65689633	65766987	65768341
ENSCAFP00000002564	14	14596580	14597209	3211254	3211782
ENSCAFP00000003005	14	22363018	22367549	39712545	39712718
ENSCAFP00000005291	14	63389373	63390642	63393213	63394103
ENSCAFP00000001716	14	4291445	4292879	4797183	4797968
ENSCAFP00000001782	14	4945825	4947154	4913844	4914682
ENSCAFP00000001700	14	4247624	4250034	5040537	5041428
ENSCAFP00000001787	14	5078761	5080566	5056193	5057146
ENSCAFP00000001795	14	5372977	5374903	5322875	5323805
ENSCAFP00000035529	14	5372977	5374903	5351361	5352332
ENSCAFP00000001796	14	5416796	5417758	5433195	5434136
ENSCAFP00000001796	14	5416796	5417758	5690971	5691851
ENSCAFP00000001827	14	5860941	5861922	5820289	5821200
ENSCAFP00000032968	14	49499818	49500261	13871250	13871663
ENSCAFP00000017075	14	42385476	42385735	48326385	48326591
ENSCAFP00000001848	14	5942245	5957239	56184863	56185793
ENSCAFP00000007966	15	20002397	20007971	3195367	3195659
ENSCAFP00000032651	15	3277573	3278889	3235426	3236361
ENSCAFP00000004797	15	7600168	7624836	60658319	60659443
ENSCAFP00000032099	15	20356017	20359201	20292303	20293333
ENSCAFP00000007986	15	20422572	20423989	20371087	20371927
ENSCAFP00000007988	15	20438302	20438964	20468410	20469073
ENSCAFP00000031201	15	20597417	20599499	20587862	20588755
ENSCAFP00000008097	15	21031724	21032467	21015349	21015773
ENSCAFP00000011832	15	52078316	52082407	50772864	50773593
ENSCAFP00000012550	16	62238331	62239923	4311918	4313506
ENSCAFP00000012441	16	56523785	56524336	5612846	5613380
ENSCAFP00000010597	16	44323280	44342638	7475453	7476204
ENSCAFP00000034909	16	8760885	8762379	8718047	8718948
ENSCAFP00000034909	16	8760885	8762379	8730655	8731575
ENSCAFP00000007236	16	18196414	18214613	9795697	9796054
ENSCAFP00000021348	16	9767303	9767889	9825059	9825330
ENSCAFP00000005672	16	9894615	9895141	9833439	9833735
ENSCAFP00000034060	16	9852766	9853216	9860123	9860419
ENSCAFP00000034076	16	9782897	9783569	9874442	9874756
ENSCAFP00000005675	16	9903495	9904030	9885873	9886165
ENSCAFP00000005677	16	9927762	9928028	9919416	9919613
ENSCAFP00000005672	16	9894615	9895141	9922726	9923064
ENSCAFP00000005672	16	9894615	9895141	9933432	9933733
ENSCAFP00000005774	16	10258283	10259227	10282864	10283729
ENSCAFP00000006841	16	17840822	17843656	17849066	17849809
ENSCAFP00000004791	16	15673855	15810604	20041532	20042964
ENSCAFP00000008235	16	26231545	26242043	48649536	48650291
ENSCAFP00000022871	17	40624671	40625000	40810294	40810599
ENSCAFP00000015965	17	60521825	60524005	59927497	59929660
ENSCAFP00000020161	17	66803248	66824297	60740077	60740550
ENSCAFP00000016991	17	62225373	62225897	62201714	62202204
ENSCAFP00000031176	17	24590651	24608714	24604081	24608077
ENSCAFP00000010907	17	40750263	40845160	40610739	40611053
ENSCAFP00000022871	17	40624671	40625000	40662611	40662940
ENSCAFP00000010932	17	40669303	40669888	40686022	40686378
ENSCAFP00000016260	17	61072891	61075689	61010683	61011565
ENSCAFP00000030658	17	61072891	61075689	61046851	61047815
ENSCAFP00000034257	18	40275509	40276546	40335707	40336636
ENSCAFP00000032826	18	41104775	41106791	41006027	41006877
ENSCAFP00000032852	18	42082291	42083220	42102629	42103555
ENSCAFP00000011884	18	42569484	42570636	42579964	42580884
ENSCAFP00000011903	18	42685516	42686457	42586234	42587124
ENSCAFP00000011819	18	42305694	42306677	42623445	42624323
ENSCAFP00000011897	18	42623406	42631216	42700366	42701269
ENSCAFP00000011931	18	42876643	42877575	42852964	42853875
ENSCAFP00000011988	18	43217817	43218752	43186690	43187595
ENSCAFP00000011988	18	43217817	43218752	43195132	43196030
ENSCAFP00000012006	18	43295375	43297124	43273119	43274039
ENSCAFP00000035721	18	43313800	43315495	43349526	43350449
ENSCAFP00000035721	18	43313800	43315495	43485498	43486415
ENSCAFP00000033610	18	43828926	43829852	43730486	43731387
ENSCAFP00000034440	18	44002251	44027922	43920018	43920941
ENSCAFP00000034440	18	44002251	44027922	44001215	44002137
ENSCAFP00000034440	18	44002251	44027922	44045740	44046654
ENSCAFP00000012079	18	44093041	44094747	44108337	44109242
ENSCAFP00000033591	18	44391318	44392214	44163491	44164102
ENSCAFP00000033601	18	44222592	44223491	44203539	44204191
ENSCAFP00000033591	18	44391318	44392214	44206982	44207625
ENSCAFP00000012113	18	44167406	44168335	44212394	44213320
ENSCAFP00000022595	18	44456399	44457307	44300420	44301322
ENSCAFP00000033601	18	44222592	44223491	44344486	44345131
ENSCAFP00000012113	18	44167406	44168335	44349173	44350086
ENSCAFP00000012113	18	44167406	44168335	44374593	44375517
ENSCAFP00000034936	18	44281537	44283992	44440747	44441673
ENSCAFP00000033585	18	44547887	44548816	44506368	44507099
ENSCAFP00000005429	18	14649896	14650370	14325797	14326099
ENSCAFP00000005429	18	14649896	14650370	14646096	14646430
ENSCAFP00000011326	18	40535211	40536487	40423064	40423993
ENSCAFP00000011326	18	40535211	40536487	40501530	40502438
ENSCAFP00000032844	18	41057631	41058726	40955471	40956385
ENSCAFP00000032826	18	41104775	41106791	40969863	40970659
ENSCAFP00000011421	18	40930436	40989430	41025341	41026061
ENSCAFP00000032844	18	41057631	41058726	41051965	41052878
ENSCAFP00000011437	18	41085131	41086078	41072644	41073569
ENSCAFP00000011458	18	41303628	41305131	41316766	41317673
ENSCAFP00000011806	18	42204095	42205048	42220605	42221545
ENSCAFP00000011464	18	41389413	41389880	42477441	42477905
ENSCAFP00000011964	18	43003873	43031726	42948907	42949800
ENSCAFP00000011950	18	42977659	42978969	42965500	42966439
ENSCAFP00000034596	18	43003873	43031726	43043482	43044207
ENSCAFP00000011974	18	43092146	43093370	43112295	43113088
ENSCAFP00000034755	18	43842411	43844776	43308421	43309322
ENSCAFP00000035421	18	43555398	43557442	43429963	43430890
ENSCAFP00000007298	19	33665473	33670711	7867046	7867333
ENSCAFP00000005556	19	6398674	6403779	38215302	38215499
ENSCAFP00000000270	1	28873185	29001514	31181337	31181738
ENSCAFP00000005899	1	110575576	110579315	39633900	39634388
ENSCAFP00000005761	1	110305929	110307356	60974664	60975368
ENSCAFP00000005412	1	109856662	109890675	68047662	68048031
ENSCAFP00000005959	1	110746258	110754669	73478604	73479238
ENSCAFP00000004118	1	102892810	102893736	103900421	103900567
ENSCAFP00000004118	1	102892810	102893736	103935887	103936033
ENSCAFP00000033540	1	106810590	106811132	106698388	106698922
ENSCAFP00000004054	1	106636394	106637344	107164343	107165037
ENSCAFP00000033540	1	106810590	106811132	107174261	107174773
ENSCAFP00000004054	1	106636394	106637344	107392975	107393669
ENSCAFP00000033540	1	106810590	106811132	107403356	107403868
ENSCAFP00000004084	1	107676139	107684440	107550138	107551559
ENSCAFP00000004054	1	106636394	106637344	107662044	107662868
ENSCAFP00000032691	1	107942271	107943240	107972499	107973313
ENSCAFP00000032716	1	107903888	107907491	114236518	114237368
ENSCAFP00000032385	1	114205287	114207402	118922995	118923150
ENSCAFP00000032385	1	114205287	114207402	118960980	118961126
ENSCAFP00000032385	1	114205287	114207402	119106199	119106354
ENSCAFP00000032557	1	118943431	118943838	119865743	119866110
ENSCAFP00000010434	1	120106806	120107801	120138715	120139563
ENSCAFP00000015133	1	36629849	36630934	13807069	13808091
ENSCAFP00000005412	1	109856662	109890675	20399376	20399843
ENSCAFP00000005385	1	109840058	109844992	26159185	26159829
ENSCAFP00000002288	1	83446325	83477047	78573375	78574316
ENSCAFP00000003506	1	103350805	103537898	103030512	103031655
ENSCAFP00000010657	1	103711415	103715163	103423214	103423651
ENSCAFP00000004054	1	106636394	106637344	106624751	106625576
ENSCAFP00000033540	1	106810590	106811132	106889051	106889536
ENSCAFP00000033540	1	106810590	106811132	106942230	106942772
ENSCAFP00000003949	1	106174534	106176706	107124015	107124264
ENSCAFP00000004054	1	106636394	106637344	107504893	107505625
ENSCAFP00000032716	1	107903888	107907491	107821230	107822091
ENSCAFP00000032336	1	112463686	112465531	112424055	112424411
ENSCAFP00000004054	1	106636394	106637344	116401494	116402348
ENSCAFP00000033511	1	117928511	117929536	117959059	117959778
ENSCAFP00000032385	1	114205287	114207402	118621464	118621604
ENSCAFP00000011462	30	3441756	3473486	3330300	3331204
ENSCAFP00000011461	30	3363597	3364556	3374748	3375680
ENSCAFP00000011462	30	3441756	3473486	3457889	3458828
ENSCAFP00000022564	30	19696482	19696730	35514284	35514529
ENSCAFP00000032986	30	3270881	3271819	3144193	3145118
ENSCAFP00000032986	30	3270881	3271819	3235338	3236271
ENSCAFP00000023315	30	21184208	21203272	14868000	14868436
ENSCAFP00000006674	21	16383175	16383821	15970908	15971184
ENSCAFP00000032756	21	29641538	29642569	29652171	29653077
ENSCAFP00000022695	21	30324099	30326293	30165577	30166345
ENSCAFP00000034859	21	30290769	30292079	30195644	30196953
ENSCAFP00000022695	21	30324099	30326293	30345140	30345828
ENSCAFP00000018411	21	30584245	30585742	30520754	30521673
ENSCAFP00000034344	21	30492957	30494689	30530105	30530937
ENSCAFP00000018398	21	30682033	30683016	30752814	30753716
ENSCAFP00000035395	21	30833800	30835157	30759793	30760714
ENSCAFP00000032680	21	30995217	30996185	30948827	30949524
ENSCAFP00000035052	21	31032489	31033712	31014582	31015465
ENSCAFP00000034857	21	31172173	31173332	31165105	31166034
ENSCAFP00000034857	21	31172173	31173332	31186697	31187608
ENSCAFP00000034857	21	31172173	31173332	31215332	31216260
ENSCAFP00000035724	21	31464243	31466478	31228316	31229230
ENSCAFP00000009218	21	31267129	31268179	31240725	31241775
ENSCAFP00000032647	21	31399402	31400349	31346132	31347058
ENSCAFP00000032647	21	31399402	31400349	31359689	31360606
ENSCAFP00000032647	21	31399402	31400349	31372222	31373139
ENSCAFP00000032647	21	31399402	31400349	31380157	31381080
ENSCAFP00000035700	21	31478064	31480845	31413285	31414201
ENSCAFP00000009320	21	31735884	31736840	31749472	31750407
ENSCAFP00000035605	21	32324973	32326706	32297600	32298554
ENSCAFP00000034832	21	32692124	32694289	32684854	32685750
ENSCAFP00000009937	21	33432722	33434252	33411835	33412776
ENSCAFP00000032087	21	33536559	33538333	33675958	33676931
ENSCAFP00000009945	21	33532231	33534656	33767389	33768190
ENSCAFP00000008644	21	28948321	28951585	38281306	38281897
ENSCAFP00000009728	21	33105237	33106622	47998752	47999352
ENSCAFP00000008560	21	28821483	28821957	13897277	13897750
ENSCAFP00000008991	21	29701451	29702645	29934772	29935725
ENSCAFP00000009169	21	30093316	30094820	30124292	30125198
ENSCAFP00000022695	21	30324099	30326293	30230752	30231440
ENSCAFP00000035084	21	30136351	30137962	30370450	30371346
ENSCAFP00000034452	21	30452488	30454004	30468770	30469694
ENSCAFP00000018373	21	30775588	30776588	30638614	30639305
ENSCAFP00000018273	21	30694785	30700219	30713715	30714630
ENSCAFP00000009218	21	31267129	31268179	31050161	31051067
ENSCAFP00000035726	21	31443307	31445029	31294356	31295251
ENSCAFP00000032647	21	31399402	31400349	31406104	31407042
ENSCAFP00000034832	21	32692124	32694289	31620127	31621002
ENSCAFP00000009294	21	31506439	31508000	31692414	31693300
ENSCAFP00000009294	21	31506439	31508000	31709624	31710502
ENSCAFP00000034832	21	32692124	32694289	31763291	31764246
ENSCAFP00000004601	21	31867086	31867517	31768155	31768580
ENSCAFP00000034552	21	29725617	29727384	31818106	31819034
ENSCAFP00000009462	21	32067570	32068541	32081480	32082426
ENSCAFP00000009499	21	32259619	32260685	32200175	32201141
ENSCAFP00000009523	21	32541958	32542914	32314050	32314955
ENSCAFP00000035605	21	32324973	32326706	32361957	32362900
ENSCAFP00000035605	21	32324973	32326706	32383355	32384299
ENSCAFP00000035605	21	32324973	32326706	32439171	32440115
ENSCAFP00000009464	21	32092244	32093203	32632997	32633898
ENSCAFP00000009452	21	32031657	32034143	32666221	32667141
ENSCAFP00000033263	21	33739898	33740842	33583249	33584188
ENSCAFP00000009945	21	33532231	33534656	33672718	33673668
ENSCAFP00000033263	21	33739898	33740842	33760693	33761634
ENSCAFP00000007162	22	12413825	12415957	12335646	12337652
ENSCAFP00000006539	23	4496751	4562886	7470167	7471159
ENSCAFP00000008630	23	22871062	22873641	46977368	46977935
ENSCAFP00000007594	23	12081004	12087022	43316094	43316975
ENSCAFP00000014176	24	35481487	35483004	35543614	35543831
ENSCAFP00000022923	24	22094507	22116374	22248209	22248565
ENSCAFP00000035132	24	22422494	22428930	22450932	22451295
ENSCAFP00000033603	24	35905010	35905138	35839692	35839819
ENSCAFP00000034249	25	7795706	7797303	14550433	14551218
ENSCAFP00000011717	25	28530503	28533748	28452242	28453991
ENSCAFP00000032649	25	48056073	48057047	48065017	48066020
ENSCAFP00000016676	25	47191533	47203321	51595505	51596086
ENSCAFP00000035598	25	53232903	53234898	53173467	53174399
ENSCAFP00000018583	25	53092063	53093267	53193535	53194428
ENSCAFP00000035714	25	53131256	53132244	53297231	53298170
ENSCAFP00000019921	26	28526774	28532634	28143363	28143669
ENSCAFP00000019921	26	28526774	28532634	28329639	28329945
ENSCAFP00000032474	26	29416906	29417420	28586062	28586368
ENSCAFP00000032474	26	29416906	29417420	29250763	29251073
ENSCAFP00000032474	26	29416906	29417420	29532976	29533269
ENSCAFP00000030687	26	12441266	12443998	12486461	12488851
ENSCAFP00000022660	26	29516688	29517288	28079524	28079925
ENSCAFP00000032474	26	29416906	29417420	28178912	28179184
ENSCAFP00000032474	26	29416906	29417420	28193399	28193695
ENSCAFP00000019995	26	29769104	29769569	28210228	28210496
ENSCAFP00000032474	26	29416906	29417420	28254699	28254994
ENSCAFP00000030670	26	28370239	28371038	28260287	28260656
ENSCAFP00000032474	26	29416906	29417420	28366780	28367084
ENSCAFP00000019995	26	29769104	29769569	28381502	28381795
ENSCAFP00000019995	26	29769104	29769569	28398213	28398481
ENSCAFP00000030670	26	28370239	28371038	28444252	28444622
ENSCAFP00000019995	26	29769104	29769569	28498990	28499252
ENSCAFP00000032474	26	29416906	29417420	28502684	28502989
ENSCAFP00000030788	26	28182366	28183166	28507088	28507462
ENSCAFP00000032474	26	29416906	29417420	28565935	28566245
ENSCAFP00000032474	26	29416906	29417420	28622331	28622635
ENSCAFP00000019995	26	29769104	29769569	28636962	28637249
ENSCAFP00000019995	26	29769104	29769569	28653821	28654089
ENSCAFP00000032474	26	29416906	29417420	28700180	28700476
ENSCAFP00000032478	26	29240126	29240575	28787784	28788083
ENSCAFP00000031469	26	30044477	30045815	28817215	28817498
ENSCAFP00000032478	26	29240126	29240575	28821919	28822224
ENSCAFP00000031514	26	29924112	29924640	28838070	28838414
ENSCAFP00000032474	26	29416906	29417420	28844799	28845087
ENSCAFP00000032474	26	29416906	29417420	28875737	28876043
ENSCAFP00000019974	26	29827832	29828188	28876985	28877341
ENSCAFP00000032474	26	29416906	29417420	28881534	28881862
ENSCAFP00000022554	26	29907070	29907369	28886219	28886512
ENSCAFP00000019992	26	30091827	30118563	28893416	28893699
ENSCAFP00000032474	26	29416906	29417420	28911065	28911358
ENSCAFP00000022660	26	29516688	29517288	28914449	28914817
ENSCAFP00000032474	26	29416906	29417420	28948361	28948693
ENSCAFP00000032474	26	29416906	29417420	28952085	28952390
ENSCAFP00000030788	26	28182366	28183166	28956183	28956557
ENSCAFP00000032474	26	29416906	29417420	28971722	28972051
ENSCAFP00000032478	26	29240126	29240575	28984289	28984579
ENSCAFP00000019921	26	28526774	28532634	29039630	29039962
ENSCAFP00000032474	26	29416906	29417420	29073208	29073513
ENSCAFP00000022660	26	29516688	29517288	29088760	29089143
ENSCAFP00000032474	26	29416906	29417420	29196063	29196357
ENSCAFP00000030670	26	28370239	28371038	29201628	29202005
ENSCAFP00000019825	26	28995454	29057147	29277813	29278117
ENSCAFP00000032478	26	29240126	29240575	29283387	29283688
ENSCAFP00000019830	26	29617142	29619610	29307463	29307776
ENSCAFP00000019925	26	28759227	28759622	29312473	29312861
ENSCAFP00000031514	26	29924112	29924640	29326239	29326583
ENSCAFP00000032474	26	29416906	29417420	29369322	29369633
ENSCAFP00000022660	26	29516688	29517288	29378245	29378624
ENSCAFP00000031992	26	29525621	29527305	29476853	29477164
ENSCAFP00000022660	26	29516688	29517288	29487230	29487616
ENSCAFP00000031514	26	29924112	29924640	29499887	29500231
ENSCAFP00000019925	26	28759227	28759622	29600314	29600712
ENSCAFP00000032474	26	29416906	29417420	29604446	29604762
ENSCAFP00000019974	26	29827832	29828188	29617257	29617613
ENSCAFP00000032474	26	29416906	29417420	29657123	29657427
ENSCAFP00000019825	26	28995454	29057147	29667475	29667779
ENSCAFP00000032474	26	29416906	29417420	29674221	29674505
ENSCAFP00000030670	26	28370239	28371038	29680025	29680393
ENSCAFP00000022660	26	29516688	29517288	29690027	29690406
ENSCAFP00000032474	26	29416906	29417420	29713052	29713371
ENSCAFP00000031514	26	29924112	29924640	29717769	29718113
ENSCAFP00000022548	26	29391568	29391918	29745345	29745694
ENSCAFP00000019921	26	28526774	28532634	29789271	29789612
ENSCAFP00000032474	26	29416906	29417420	29815137	29815453
ENSCAFP00000019921	26	28526774	28532634	29832914	29833227
ENSCAFP00000022660	26	29516688	29517288	29852378	29852761
ENSCAFP00000031514	26	29924112	29924640	29868704	29869048
ENSCAFP00000032474	26	29416906	29417420	29877778	29878084
ENSCAFP00000019974	26	29827832	29828188	29881821	29882177
ENSCAFP00000019921	26	28526774	28532634	29895949	29896255
ENSCAFP00000032474	26	29416906	29417420	29901607	29901914
ENSCAFP00000019921	26	28526774	28532634	29921152	29921464
ENSCAFP00000032474	26	29416906	29417420	29929052	29929382
ENSCAFP00000032474	26	29416906	29417420	29932397	29932727
ENSCAFP00000030670	26	28370239	28371038	29996195	29996548
ENSCAFP00000032478	26	29240126	29240575	30018063	30018350
ENSCAFP00000019921	26	28526774	28532634	30071798	30072075
ENSCAFP00000032414	26	29433051	29433576	30076608	30076979
ENSCAFP00000031511	26	29936184	29936667	30095028	30095341
ENSCAFP00000032474	26	29416906	29417420	30101840	30102185
ENSCAFP00000022322	26	29217416	29217748	30224963	30225289
ENSCAFP00000022548	26	29391568	29391918	30228785	30229106
ENSCAFP00000033223	26	30533961	30534290	30375152	30375481
ENSCAFP00000020080	26	30330985	30331753	30392818	30393167
ENSCAFP00000020080	26	30330985	30331753	30401334	30401709
ENSCAFP00000020080	26	30330985	30331753	30409133	30409517
ENSCAFP00000033223	26	30533961	30534290	30430311	30430640
ENSCAFP00000030565	26	30368829	30369353	30454476	30454796
ENSCAFP00000020080	26	30330985	30331753	30457954	30458328
ENSCAFP00000030559	26	30419592	30420537	30466007	30466362
ENSCAFP00000020080	26	30330985	30331753	30493126	30493481
ENSCAFP00000020080	26	30330985	30331753	30496630	30496995
ENSCAFP00000020080	26	30330985	30331753	30501647	30502020
ENSCAFP00000020080	26	30330985	30331753	30515695	30516079
ENSCAFP00000020080	26	30330985	30331753	30560944	30561298
ENSCAFP00000033223	26	30533961	30534290	30564458	30564787
ENSCAFP00000033223	26	30533961	30534290	30569475	30569793
ENSCAFP00000020080	26	30330985	30331753	30578230	30578601
ENSCAFP00000030559	26	30419592	30420537	30588995	30589354
ENSCAFP00000020080	26	30330985	30331753	30620292	30620653
ENSCAFP00000020080	26	30330985	30331753	30623802	30624178
ENSCAFP00000020080	26	30330985	30331753	30631097	30631468
ENSCAFP00000030565	26	30368829	30369353	30633564	30633896
ENSCAFP00000020080	26	30330985	30331753	30637883	30638239
ENSCAFP00000032376	26	30687659	30689561	30663750	30664067
ENSCAFP00000032376	26	30687659	30689561	30685114	30685431
ENSCAFP00000032376	26	30687659	30689561	30696372	30696689
ENSCAFP00000035050	27	9018317	9020287	9124142	9125065
ENSCAFP00000022540	27	42963751	42965238	42839144	42840397
ENSCAFP00000019816	27	3252987	3254678	3235584	3236541
ENSCAFP00000013200	27	9085937	9087154	9104412	9105263
ENSCAFP00000013200	27	9085937	9087154	9258446	9259336
ENSCAFP00000035013	27	9118742	9120175	9300038	9300932
ENSCAFP00000023833	27	48378120	48385964	16086177	16086758
ENSCAFP00000012362	27	7932296	7953625	17763796	17764505
ENSCAFP00000018069	27	29023930	29061084	28881138	28882881
ENSCAFP00000018069	27	29023930	29061084	29167608	29169368
ENSCAFP00000019721	27	37809627	37810676	37829319	37830380
ENSCAFP00000019724	27	37893005	37893973	37907661	37908559
ENSCAFP00000019725	27	37915879	37916817	37910706	37911579
ENSCAFP00000022224	27	41496645	41500306	38437620	38438374
ENSCAFP00000034631	28	5382996	5384303	5330599	5331388
ENSCAFP00000034710	28	5259101	5260781	44044402	44045313
ENSCAFP00000012406	29	31492725	31494370	8270450	8270757
ENSCAFP00000011852	29	24880508	24883857	22887055	22887798
ENSCAFP00000012003	29	25453176	25475757	39731488	39731820
ENSCAFP00000010471	29	10492969	10494341	6528353	6528696
ENSCAFP00000019053	2	77929625	77942281	10773289	10774602
ENSCAFP00000012073	2	59211027	59214958	32704261	32704662
ENSCAFP00000012206	2	60175960	60183508	54130521	54131292
ENSCAFP00000001245	2	14042148	14043217	12831390	12832128
ENSCAFP00000001245	2	14042148	14043217	14184650	14185560
ENSCAFP00000012206	2	60175960	60183508	16504563	16505319
ENSCAFP00000031111	2	38774766	38777243	38803988	38806426
ENSCAFP00000033557	2	39044599	39046989	38986433	38988793
ENSCAFP00000033613	2	39008198	39010708	39089188	39091494
ENSCAFP00000032246	2	39101168	39104797	39095049	39097347
ENSCAFP00000009159	2	39166604	39329829	39187016	39189358
ENSCAFP00000009159	2	39166604	39329829	39257478	39259715
ENSCAFP00000009156	2	39166604	39329829	39261670	39264057
ENSCAFP00000009484	2	41746212	41757595	50187198	50187830
ENSCAFP00000010629	2	38611368	38612342	71644370	71645331
ENSCAFP00000023136	4	32459979	32476324	81085465	81086711
ENSCAFP00000020683	4	24332512	24342344	83335049	83335603
ENSCAFP00000014139	4	3068326	3069849	3055258	3056529
ENSCAFP00000014139	4	3068326	3069849	3103843	3105165
ENSCAFP00000014142	4	3130894	3132312	3115519	3116865
ENSCAFP00000031064	4	58059870	58097197	6704161	6704758
ENSCAFP00000025345	4	51003369	51008609	45402672	45403554
ENSCAFP00000011718	31	11195435	11266779	12939615	12939962
ENSCAFP00000012969	31	28204822	28205373	28169007	28169456
ENSCAFP00000012978	31	28276669	28285227	28232420	28232941
ENSCAFP00000012978	31	28276669	28285227	28253305	28253736
ENSCAFP00000012978	31	28276669	28285227	28314186	28314680
ENSCAFP00000021294	31	40695841	40696923	40658952	40659677
ENSCAFP00000022328	31	40650277	40651194	40690162	40690923
ENSCAFP00000013698	31	31216886	31226369	21216509	21217563
ENSCAFP00000012982	31	28328445	28328951	28288888	28289388
ENSCAFP00000012978	31	28276669	28285227	28295706	28296195
ENSCAFP00000012978	31	28276669	28285227	28320950	28321474
ENSCAFP00000012978	31	28276669	28285227	28332683	28333121
ENSCAFP00000021294	31	40695841	40696923	38360099	38360797
ENSCAFP00000016614	32	31938910	31945097	9550511	9550987
ENSCAFP00000013382	33	7074537	7075892	3865077	3865742
ENSCAFP00000013456	33	8065279	8110069	8051333	8052269
ENSCAFP00000032878	33	8156013	8156993	8119735	8120676
ENSCAFP00000035415	33	8271802	8272797	8287164	8288160
ENSCAFP00000018709	33	31775232	31785011	22813712	22814028
ENSCAFP00000034125	34	6924402	6925091	20978420	20978898
ENSCAFP00000035593	34	29063502	29064448	30211954	30212695
ENSCAFP00000016729	35	28030922	28031242	27104294	27104596
ENSCAFP00000016130	35	27206470	27207471	27141055	27141438
ENSCAFP00000033736	35	28050508	28051455	27161847	27162228
ENSCAFP00000033012	35	27140232	27140644	28065558	28065893
ENSCAFP00000016130	35	27206470	27207471	28078535	28078942
ENSCAFP00000033834	35	29137027	29138361	28592034	28592923
ENSCAFP00000016130	35	27206470	27207471	27163469	27163879
ENSCAFP00000016130	35	27206470	27207471	27564076	27564416
ENSCAFP00000016729	35	28030922	28031242	27575314	27575616
ENSCAFP00000016130	35	27206470	27207471	28021691	28022101
